value,clean,CODI_ATC_1,NOMBRE_1,CODI_ATC_0.9,NOMBRE_0.9,CODI_ATC_0.8,NOMBRE_0.8,CODI_ATC_0.7,NOMBRE_0.7
ORAL NO RECUERDO NOMBRE,ORAL NO RECUERDO NOMBRE,,,,,,,,
pastilles,PASTILLES,,,,,,,,
DIU,DIU,,,,,,,D05BX,DIFUR
varis,VARIS,,,,,,,B01AD,VARIDASA
No recordo nom,NO RECORDO NOM,,,,,,,,
hormonal,HORMONAL,,,,,H01CB,SOMONAL,H01CB,SOMONAL
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
yasmine,YASMINE,,,G03AA,YASMIN,G03AA,YASMIN,G03AA,YASMIN
pastilles (no recordo nom),PASTILLES NO RECORDO NOM,,,,,,,,
antconceptiu oral,ANTCONCEPTIU ORAL,,,,,,,,
ANTICONCEPTIU ORAL,ANTICONCEPTIU ORAL,,,,,,,,
Eugynon,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON
pastilles,PASTILLES,,,,,,,,
DIU T,DIU T,,,,,,,,
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU,DIU,,,,,,,D05BX,DIFUR
MELODENE15,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE
injectable,INJECTABLE,,,,,,,A13AA,VITESTABLE
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU,DIU,,,,,,,D05BX,DIFUR
Pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU,DIU,,,,,,,D05BX,DIFUR
NO RECORDO EL NOM,NO RECORDO EL NOM,,,,,,,,
TRIGINOVIN,TRIGINOVIN,,,G03AB,TRIGYNOVIN,G03AB,TRIGYNOVIN,G03AB,TRIGYNOVIN
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
No ho se,NO HO SE,,,,,,,,
la pildora,LA PILDORA,,,,,,,A10AB,APIDRA
no ho recordo,NO HO RECORDO,,,,,,,,
???????,,,,,,,,,
ANTICONCEPTIVO ORAL,ANTICONCEPTIVO ORAL,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
diane 35,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
NO RECORDO EL NOM,NO RECORDO EL NOM,,,,,,,,
ANTICONCEPTIVO,ANTICONCEPTIVO,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
No recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
Pastilles no se el nom,PASTILLES NO SE EL NOM,,,,,,,,
pastilles,PASTILLES,,,,,,,,
Ovoplex,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX
Pastilles anticonceptives,PASTILLES ANTICONCEPTIVES,,,,,,,,
DIANA,DIANA,,,,,,,D08AG,IODINA
DIANE,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
PASTILLES,PASTILLES,,,,,,,,
???,,,,,,,,,
no ho recordo,NO HO RECORDO,,,,,,,,
JAZMINE,JAZMINE,,,,,,,R06AE,DRAMINE
PASTILLES,PASTILLES,,,,,,,,
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
no ho recordo,NO HO RECORDO,,,,,,,,
anticonceptiu oral,ANTICONCEPTIU ORAL,,,,,,,,
pastilles per? no recordo,PASTILLES PER? NO RECORDO,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
Neogynona,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA
neoginona,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
neogynona,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA
Ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
NO HO RECORDO,NO HO RECORDO,,,,,,,,
minulet,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET
no recordo nom,NO RECORDO NOM,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
anticonceptius pero no recordo quin,ANTICONCEPTIUS PERO NO RECORDO QUIN,,,,,,,,
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
orals,ORALS,,,,,,,A01AC,ORALSONE
JASMIN,JASMIN,,,,,G03AA,YASMIN,G03AA,YASMIN
diario,DIARIO,,,,,C08CA,DARI,C08CA,DARI
no recuerdo el nombre(anticonceptivo),NO RECUERDO EL NOMBREANTICONCEPTIVO,,,,,,,,
ANTICONCEPTIVO ORAL,ANTICONCEPTIVO ORAL,,,,,,,,
Oral,ORAL,,,,,C09BB,ZORAIL,C09BB,ZORAIL
anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
NO ME ACUERDO,NO ME ACUERDO,,,,,,,,
NO RECUERDO EL NOMBRE,NO RECUERDO EL NOMBRE,,,,,,,,
triaginon,TRIAGINON,,,,,G03AB,TRIAGYNON,G03AB,TRIAGYNON
MICROGINON,MICROGINON,,,G03AA,MICROGYNON,G03AA,MICROGYNON,G03AA,MICROGYNON
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
neoginona,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
anticonceptivo,ANTICONCEPTIVO,,,,,,,,
PASTILLAS ANTICONCEPTIVAS.,PASTILLAS ANTICONCEPTIVAS,,,,,,,R02AA,PASTILLAS ANTISEPTICAS GARG
Minulet,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET
DIU,DIU,,,,,,,D05BX,DIFUR
"Prenia un anticonceptiu oral, pe`ro no en recordo la marca.",PRENIA UN ANTICONCEPTIU ORAL PERO NO EN RECORDO LA MARCA,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
Diu,DIU,,,,,,,D05BX,DIFUR
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
PASTILLAS ANTICONCEPTIVAS,PASTILLAS ANTICONCEPTIVAS,,,,,,,R02AA,PASTILLAS ANTISEPTICAS GARG
JASMIN,JASMIN,,,,,G03AA,YASMIN,G03AA,YASMIN
pindola,PINDOLA,,,,,A06AG,PAIDOLAX,A06AG,PAIDOLAX
diu,DIU,,,,,,,D05BX,DIFUR
anabulatorios,ANABULATORIOS,,,,,,,C08CA,ADALAT OROS
diane 35,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
PILDOLA ANTICONCEPTIVA,PILDOLA ANTICONCEPTIVA,,,,,,,,
condon,CONDON,,,,,M01AX,CONDROSAN,M01AX,CONDROSAN
pastilles,PASTILLES,,,,,,,,
diane,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
TRICICLICS,TRICICLICS,,,,,,,G03AB,TRICICLOR
Pastilles anticonceptives,PASTILLES ANTICONCEPTIVES,,,,,,,,
Neo Lyndiol,NEO LYNDIOL,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL
pastilles (no recordo el nom),PASTILLES NO RECORDO EL NOM,,,,,,,,
ovoplex,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX
no me?n recordo,NO ME?N RECORDO,,,,,,,,
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
TRIMINULET,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET,G03AB,TRIMINULET
pastilles,PASTILLES,,,,,,,,
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU,DIU,,,,,,,D05BX,DIFUR
pastilles anitconceptives,PASTILLES ANITCONCEPTIVES,,,,,,,,
eugynon,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON
No ho recordo,NO HO RECORDO,,,,,,,,
no lo recuerdo,NO LO RECUERDO,,,,,,,,
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
No ho recordo,NO HO RECORDO,,,,,,,,
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
no me acuerdo,NO ME ACUERDO,,,,,,,,
COMPRIMITS,COMPRIMITS,,,,,,,,
oral varias marcas,ORAL VARIAS MARCAS,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
diu mirena,DIU MIRENA,,,,,,,G02BA,MIRENA
anillo vaginal,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
implant,IMPLANT,,,,,,,N03AX,VIMPAT
PASTILLES ANTICONCEPTIVES,PASTILLES ANTICONCEPTIVES,,,,,,,,
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
DIANE 35,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
Pastilla no recordo nom,PASTILLA NO RECORDO NOM,,,,,,,,
no ho se,NO HO SE,,,,,,,,
Implante,IMPLANTE,,,,,,,G02CX,FEMIPLANTE
no lo recuerdo,NO LO RECUERDO,,,,,,,,
diu,DIU,,,,,,,D05BX,DIFUR
DIU,DIU,,,,,,,D05BX,DIFUR
NO ME ENRECORDO,NO ME ENRECORDO,,,,,,,,
"ORAL, PASTILLES",ORAL PASTILLES,,,,,,,R02AA,DRILL PASTILLAS
SUAVURET,SUAVURET,G03AA,SUAVURET,G03AA,SUAVURET,G03AA,SUAVURET,G03AA,SUAVURET
No ho recordo,NO HO RECORDO,,,,,,,,
ANTICONCEPTIU ORAL GENERIC,ANTICONCEPTIU ORAL GENERIC,,,,,,,,
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
P?ldora-no recordo nom,P?LDORANO RECORDO NOM,,,,,,,,
pildora. No recuerdo nombre,PILDORA NO RECUERDO NOMBRE,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
NO RECORDO EL NOM,NO RECORDO EL NOM,,,,,,,,
anticonceptivo oral,ANTICONCEPTIVO ORAL,,,,,,,,
"""genox""",GENOX,,,,,L01AA,GENOXAL,L01AA,GENOXAL
"pastilles, no ho recordo",PASTILLES NO HO RECORDO,,,,,,,,
anovulatoris,ANOVULATORIS,,,,,,,,
Pastilles,PASTILLES,,,,,,,,
no ho recordo,NO HO RECORDO,,,,,,,,
NO M'EN RECORDO,NO MEN RECORDO,,,,,,,,
pildora (no recuerdo el nombre),PILDORA NO RECUERDO EL NOMBRE,,,,,,,,
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
pastilles,PASTILLES,,,,,,,,
GINOVIN,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
NO LO RECUERDO,NO LO RECUERDO,,,,,,,,
implanon,IMPLANON,,,,,G03AC,IMPLANON NXT,G03AC,IMPLANON NXT
Ovoplex 30/50,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
PASTLLES,PASTLLES,,,,,,,,
no me acuerdo,NO ME ACUERDO,,,,,,,,
no recuerdo el nombre,NO RECUERDO EL NOMBRE,,,,,,,,
Diana,DIANA,,,,,,,D08AG,IODINA
Pasilles (no recordo nom),PASILLES NO RECORDO NOM,,,,,,,,
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
No ho recordo,NO HO RECORDO,,,,,,,,
PRIMOLUT,PRIMOLUT,,,,,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
PRESERVATIU,PRESERVATIU,,,,,,,,
ORALS,ORALS,,,,,,,A01AC,ORALSONE
pastilles,PASTILLES,,,,,,,,
Euginon,EUGINON,,,,,G03AA,EUGYNON,G03AA,EUGYNON
SAUVURET,SAUVURET,,,,,G03AA,SUAVURET,G03AA,SUAVURET
DIU,DIU,,,,,,,D05BX,DIFUR
no se el nom,NO SE EL NOM,,,,,,,,
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
ELEA,ELEA,,,,,,,A10BH,XELEVIA
pastilles,PASTILLES,,,,,,,,
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
P?ndola (no recordo nom),P?NDOLA NO RECORDO NOM,,,,,,,,
Neuginona,NEUGINONA,,,,,,,G03AA,NEOGYNONA
Yasminel,YASMINEL,,,,,G03AA,YASMINELLE,G03AA,YASMINELLE
Diu,DIU,,,,,,,D05BX,DIFUR
inlleccions,INLLECCIONS,,,,,,,,
NEOGINONA,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
Lyndiol,LYNDIOL,G03AA,LYNDIOL,G03AA,LYNDIOL,G03AA,LYNDIOL,G03AA,LYNDIOL
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
Condons,CONDONS,,,,,,,M01AX,CONDROSAN
parches,PARCHES,,,,,,,N01BB,EMLA PARCHES
Gynovin,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN
PASTILLES ANTICONCEPTIVES,PASTILLES ANTICONCEPTIVES,,,,,,,,
Jasmine,JASMINE,,,,,,,G03AA,YASMIN
NO RECUERDO EL NOMBRE,NO RECUERDO EL NOMBRE,,,,,,,,
DYANE,DYANE,,,,,,,A06AB,MODANE
no me acuerdo,NO ME ACUERDO,,,,,,,,
ovoresta,OVORESTA,,,,,,,M01AB,DONOREST
no ho recordo,NO HO RECORDO,,,,,,,,
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
pastilles,PASTILLES,,,,,,,,
pastilles anticoncep-,PASTILLES ANTICONCEP,,,,,,,N01BA,PASTILLAS ANESTESIC
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
"etinilestradiol/drospirenona 0,02/3mg",ETINILESTRADIOLDROSPIRENONA,,,,,,,G03HB,ETINILESTRADIOL+CIPROTERONA
GASMINELL,GASMINELL,,,,,G03AA,YASMINELLE,G03AA,YASMINELLE
PASTILLES,PASTILLES,,,,,,,,
PASTILLA,PASTILLA,,,,,,,R02AB,PASTILLAS KOKI
anticonceptivo jazmin,ANTICONCEPTIVO JAZMIN,,,,,,,,
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
lindiol,LINDIOL,,,,,G03AA,LYNDIOL,G03AA,LYNDIOL
Pastilles,PASTILLES,,,,,,,,
implanton,IMPLANTON,,,,,,,G03AC,IMPLANON NXT
Jasmine,JASMINE,,,,,,,G03AA,YASMIN
NO RECUERDO,NO RECUERDO,,,,,,,M03AC,NORCURON
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
Pastilles,PASTILLES,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
NO RECORDO EL NOM,NO RECORDO EL NOM,,,,,,,,
la p?ldora,LA P?LDORA,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
Euginon,EUGINON,,,,,G03AA,EUGYNON,G03AA,EUGYNON
no me acuerdo,NO ME ACUERDO,,,,,,,,
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
No recuerdo el nombre,NO RECUERDO EL NOMBRE,,,,,,,,
JASMIN,JASMIN,,,,,G03AA,YASMIN,G03AA,YASMIN
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
gynovin,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN,G03AA,GYNOVIN
ovarion,OVARION,,,,,,,C04AE,VARSON
euraparche transd?rmico,EURAPARCHE TRANSD?RMICO,,,,,,,,
microginon,MICROGINON,,,G03AA,MICROGYNON,G03AA,MICROGYNON,G03AA,MICROGYNON
pildores anticonceptives,PILDORES ANTICONCEPTIVES,,,,,,,,
DIU,DIU,,,,,,,D05BX,DIFUR
"No lo recuerdo, Para el acne",NO LO RECUERDO PARA EL ACNE,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
triaginom,TRIAGINOM,,,,,,,G03AB,TRIAGYNON
No recordo els noms,NO RECORDO ELS NOMS,,,,,,,,
topasel,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
pelet - implanon,PELET  IMPLANON,,,,,,,,
no lo recuerdo,NO LO RECUERDO,,,,,,,,
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
DIU,DIU,,,,,,,D05BX,DIFUR
MICROGINON,MICROGINON,,,G03AA,MICROGYNON,G03AA,MICROGYNON,G03AA,MICROGYNON
Cilest,CILEST,,,,,,,C10AC,COLESTID
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
No recuerdo el nombre,NO RECUERDO EL NOMBRE,,,,,,,,
no recordo nom,NO RECORDO NOM,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
microdiol,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL,G03AA,MICRODIOL
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
neolindil,NEOLINDIL,,,,,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL
NO HO RECORDO,NO HO RECORDO,,,,,,,,
NO RECUERDO,NO RECUERDO,,,,,,,M03AC,NORCURON
Jazm?n,JAZM?N,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
No recuerdo nombre,NO RECUERDO NOMBRE,,,,,,,,
no m enrecordo,NO M ENRECORDO,,,,,,,,
"Orales, diferentes marcas",ORALES DIFERENTES MARCAS,,,,,,,,
Pildoras,PILDORAS,,,,,,,R03BC,ILDOR
topasel,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
topasel,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL
jazz,JAZZ,,,,,,,,
no m'enracordo,NO MENRACORDO,,,,,,,,
no recordo nom,NO RECORDO NOM,,,,,,,,
DIU MIRENA,DIU MIRENA,,,,,,,G02BA,MIRENA
DIU,DIU,,,,,,,D05BX,DIFUR
Anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
PRIMOLUT NOR,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
Novaring,NOVARING,,,,,G03AA,NUVARING,G03AA,NUVARING
PASTILLES ANTICONCEPTIVA,PASTILLES ANTICONCEPTIVA,,,,,,,R02AA,PASTILLAS ANTISEPTICAS GARG
pastilles,PASTILLES,,,,,,,,
MINULET,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET
serette,SERETTE,,,,,R03AK,SERETIDE,R03AK,SERETIDE
NO RECORDO EL NOM,NO RECORDO EL NOM,,,,,,,,
pastilla,PASTILLA,,,,,,,R02AB,PASTILLAS KOKI
PASTILLES,PASTILLES,,,,,,,,
Diane,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
boltin,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
PASTILLAS ORALES,PASTILLAS ORALES,,,,,,,R05CA,PASTILLAS PECTORALES KELY
pildoras anticonceptivas,PILDORAS ANTICONCEPTIVAS,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
anell hormonal,ANELL HORMONAL,,,,,,,,
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
implante hormonal,IMPLANTE HORMONAL,,,,,,,,
pastilles per a regular la regla,PASTILLES PER A REGULAR LA REGLA,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
No recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
Anticonceptiu oral - no recordo,ANTICONCEPTIU ORAL  NO RECORDO,,,,,,,,
MICROGINONA,MICROGINONA,,,,,G03AA,MICROGYNON,G03AA,MICROGYNON
No recordo el nom del anticonceptiu,NO RECORDO EL NOM DEL ANTICONCEPTIU,,,,,,,,
diane,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
anticonceptius no recordo nom,ANTICONCEPTIUS NO RECORDO NOM,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
QLARIA,QLARIA,,,,,G03AB,QLAIRA,G03AB,QLAIRA
pastilles anticonceptives,PASTILLES ANTICONCEPTIVES,,,,,,,,
NO RECORDO NOM. ERA PER REGULAR ELS GRANS DE LA PELL,NO RECORDO NOM ERA PER REGULAR ELS GRANS DE LA PELL,,,,,,,,
Neoginona,NEOGINONA,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
ARO VAGINAL,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
no ho recordo,NO HO RECORDO,,,,,,,,
no ho recordo,NO HO RECORDO,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
p?ndola. No s? marca,P?NDOLA NO S? MARCA,,,,,,,,
etinilestradiol,ETINILESTRADIOL,,,,,,,G03AA,ETINILESTRADIOL/GESTODENO
"ANTICONCEPTIU ORAL, NO RECORDO EL NOM",ANTICONCEPTIU ORAL NO RECORDO EL NOM,,,,,,,,
NEOGINON,NEOGINON,,,,,G03AA,NEOGYNONA,G03AA,NEOGYNONA
DIU normal,DIU NORMAL,,,,,,,J07AE,DUKORAL
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
NEOLYNDIOL,NEOLYNDIOL,,,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL,G03AA,NEO LYNDIOL
NUVARRING,NUVARRING,,,G03AA,NUVARING,G03AA,NUVARING,G03AA,NUVARING
diane 35,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
DIANE,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
pastillas (no recordo el nom),PASTILLAS NO RECORDO EL NOM,,,,,,,,
NORDETTE,NORDETTE,,,,,N07BA,NICORETTE,N07BA,NICORETTE
anticonceptivo,ANTICONCEPTIVO,,,,,,,,
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
anticonceptivos,ANTICONCEPTIVOS,,,,,,,D02AB,ANTICONGESTIVA CUSI
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
YASMIN,YASMIN,G03AA,YASMIN,G03AA,YASMIN,G03AA,YASMIN,G03AA,YASMIN
YASMIN,YASMIN,G03AA,YASMIN,G03AA,YASMIN,G03AA,YASMIN,G03AA,YASMIN
pastilles,PASTILLES,,,,,,,,
pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
no lo recuerdo,NO LO RECUERDO,,,,,,,,
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
"anticonceptivo,y diu",ANTICONCEPTIVOY DIU,,,,,,,,
pastilles,PASTILLES,,,,,,,,
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
AO,AO,,,,,,,,
DIANE 35MG,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
DIANE,DIANE,,,,,A10BA,DIANBEN,A10BA,DIANBEN
DIANA,DIANA,,,,,,,D08AG,IODINA
Pastilles,PASTILLES,,,,,,,,
PASTILLA ANTICONCEPTIVA,PASTILLA ANTICONCEPTIVA,,,,,,,R02AA,PASTILLAS ANTISEPTICAS GARG
no recordo nom pastilles,NO RECORDO NOM PASTILLES,,,,,,,,
Mesigyna,MESIGYNA,,,,,,,D08AX,EOSINA
Sauvuret,SAUVURET,,,,,G03AA,SUAVURET,G03AA,SUAVURET
mioginon,MIOGINON,,,,,,,G03AA,MICROGYNON
DIU,DIU,,,,,,,D05BX,DIFUR
pindoles,PINDOLES,,,,,,,N02BA,ASPIDOLCE
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
pastilles orals,PASTILLES ORALS,,,,,,,R05CA,PASTILLAS PECTORALES KELY
NO RECUERDO,NO RECUERDO,,,,,,,M03AC,NORCURON
PASTILLES,PASTILLES,,,,,,,,
NO RECUERDO EL NOMBRE DE LAS PASTILLAS,NO RECUERDO EL NOMBRE DE LAS PASTILLAS,,,,,,,,
anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
INYECCION,INYECCION,,,,,,,J01FF,LINCOCIN
NO RECORDO NOM,NO RECORDO NOM,,,,,,,,
no ho recordo,NO HO RECORDO,,,,,,,,
Pastilles,PASTILLES,,,,,,,,
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
TRIAGENON,TRIAGENON,,,,,G03AB,TRIAGYNON,G03AB,TRIAGYNON
ANTICONCEPTIU ORAL,ANTICONCEPTIU ORAL,,,,,,,,
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
pastilles,PASTILLES,,,,,,,,
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
claira,CLAIRA,,,,,G03AB,QLAIRA,G03AB,QLAIRA
desconec el nom,DESCONEC EL NOM,,,,,,,,
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
pastilles (no recordo nom),PASTILLES NO RECORDO NOM,,,,,,,,
melodene,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
